"Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:"
"000004330	022324.675	000.917741	0.281442	3.056198e-07	0.0e+00	00:11:33.047"
"000004331	022324.750	000.907460	0.280554	3.023749e-07	0.0e+00	00:11:33.219"
"000004332	022324.825	000.947562	0.279658	3.159259e-07	0.0e+00	00:11:33.375"
"000004333	022324.900	001.028769	0.278357	3.432991e-07	0.0e+00	00:11:33.531"
"000004334	022324.975	000.994472	0.276728	3.322152e-07	0.0e+00	00:11:33.703"
"000004335	022325.050	001.007257	0.275238	3.368218e-07	0.0e+00	00:11:33.860"
"000004336	022325.125	000.981886	0.274517	3.284960e-07	0.0e+00	00:11:34.016"
"000004337	022325.200	001.123252	0.273758	3.759821e-07	0.0e+00	00:11:34.188"
"000004338	022325.275	000.981995	0.272160	3.290514e-07	0.0e+00	00:11:34.344"
"000004339	022325.350	000.966332	0.270658	3.241294e-07	0.0e+00	00:11:34.500"
"000004340	022325.425	001.036152	0.269316	3.478617e-07	0.0e+00	00:11:34.656"
"000004341	022325.500	001.077579	0.268257	3.620272e-07	0.0e+00	00:11:34.828"
"000004342	022325.575	001.112386	0.267063	3.740211e-07	0.0e+00	00:11:34.985"
"000004343	022325.650	001.132757	0.265785	3.811982e-07	0.0e+00	00:11:35.141"
"000004344	022325.725	001.066884	0.263893	3.594882e-07	0.0e+00	00:11:35.313"
"000004345	022325.800	001.118142	0.262834	3.770288e-07	0.0e+00	00:11:35.469"
"000004346	022325.875	001.218151	0.261347	4.111631e-07	0.0e+00	00:11:35.625"
"000004347	022325.950	001.171804	0.260098	3.958536e-07	0.0e+00	00:11:35.797"
"000004348	022326.025	001.239700	0.258201	4.193274e-07	0.0e+00	00:11:35.953"
"000004349	022326.100	001.107034	0.256353	3.749217e-07	0.0e+00	00:11:36.110"
"000004350	022326.175	001.217790	0.254920	4.128324e-07	0.0e+00	00:11:36.266"
"000004351	022326.250	001.236856	0.253509	4.196976e-07	0.0e+00	00:11:36.438"
"000004352	022326.325	001.353256	0.251926	4.596889e-07	0.0e+00	00:11:36.594"
"000004353	022326.400	001.294027	0.250178	4.400921e-07	0.0e+00	00:11:36.750"
"000004354	022326.475	001.353307	0.248403	4.608091e-07	0.0e+00	00:11:36.922"
"000004355	022326.550	001.414458	0.247294	4.819954e-07	0.0e+00	00:11:37.078"
"000004356	022326.625	001.523090	0.245820	5.195353e-07	0.0e+00	00:11:37.235"
"000004357	022326.700	001.564475	0.243999	5.343155e-07	0.0e+00	00:11:37.406"
"000004358	022326.775	001.624877	0.241994	5.557057e-07	0.0e+00	00:11:37.563"
"000004359	022326.850	001.689156	0.240691	5.782044e-07	0.0e+00	00:11:37.719"
"000004360	022326.925	001.774427	0.239672	6.078171e-07	0.0e+00	00:11:37.891"
"000004361	022327.000	001.722623	0.238087	5.907135e-07	0.0e+00	00:11:38.047"
"000004362	022327.075	001.842869	0.236222	6.327569e-07	0.0e+00	00:11:38.203"
"000004363	022327.150	001.926033	0.234046	6.623013e-07	0.0e+00	00:11:38.360"
"000004364	022327.225	001.878822	0.232596	6.467115e-07	0.0e+00	00:11:38.531"
"000004365	022327.300	001.973780	0.231569	6.798778e-07	0.0e+00	00:11:38.688"
"000004366	022327.375	002.017800	0.229592	6.959892e-07	0.0e+00	00:11:38.844"
"000004367	022327.450	002.131838	0.227636	7.363172e-07	0.0e+00	00:11:39.016"
"000004368	022327.525	002.177889	0.226155	7.529927e-07	0.0e+00	00:11:39.172"
"000004369	022327.600	002.182303	0.224283	7.554969e-07	0.0e+00	00:11:39.328"
"000004370	022327.675	002.152049	0.222615	7.458845e-07	0.0e+00	00:11:39.500"
"000004371	022327.750	002.122046	0.220589	7.365203e-07	0.0e+00	00:11:39.656"
"000004372	022327.825	002.213118	0.218372	7.693134e-07	0.0e+00	00:11:39.813"
"000004373	022327.900	002.271228	0.216454	7.905677e-07	0.0e+00	00:11:39.969"
"000004374	022327.975	002.208483	0.214989	7.695123e-07	0.0e+00	00:11:40.141"
"000004375	022328.050	002.169742	0.213339	7.568834e-07	0.0e+00	00:11:40.297"
"000004376	022328.125	002.169407	0.211272	7.578597e-07	0.0e+00	00:11:40.453"
"000004377	022328.200	002.057641	0.209097	7.199093e-07	0.0e+00	00:11:40.625"
"000004378	022328.275	001.999466	0.207636	7.002717e-07	0.0e+00	00:11:40.781"
"000004379	022328.350	001.962854	0.206110	6.881849e-07	0.0e+00	00:11:40.938"
"000004380	022328.425	001.804094	0.204305	6.333244e-07	0.0e+00	00:11:41.110"
"000004381	022328.500	001.807269	0.202229	6.353647e-07	0.0e+00	00:11:41.266"
"000004382	022328.575	001.751836	0.200172	6.167687e-07	0.0e+00	00:11:41.422"
"000004383	022328.650	001.675945	0.199115	5.904894e-07	0.0e+00	00:11:41.578"
"000004384	022328.725	001.652826	0.197424	5.830385e-07	0.0e+00	00:11:41.750"
